Age	Attrition	BusinessTravel	Department	DistanceFromHome	Education	EnvironmentSatisfaction	JobRole	MonthlyIncome	OverTime	PerformanceRating	TotalWorkingYears	YearsAtCompany
25	No	Travel_Rarely	Sales	4	1	3	Sales Executive	4256	No	3	5	5
49	No	Travel_Rarely	Research & Development	1	3	3	Research Scientist	3580	No	3	7	4
24	No	Non-Travel	Research & Development	4	1	1	Laboratory Technician	3162	No	3	6	5
32	No	Travel_Frequently	Sales	5	2	2	Sales Executive	6524	No	3	10	10
38	No	Travel_Rarely	Sales	9	3	2	Sales Representative	2899	No	3	3	2
42	No	Travel_Rarely	Research & Development	3	3	3	Laboratory Technician	5231	Yes	3	17	5
31	No	Travel_Rarely	Research & Development	11	4	4	Research Scientist	2356	Yes	3	8	6
29	Yes	Travel_Rarely	Sales	1	3	2	Sales Representative	2800	Yes	3	5	3
53	No	Travel_Rarely	Sales	8	3	1	Sales Executive	11836	No	3	28	2
35	No	Travel_Rarely	Research & Development	25	3	4	Manufacturing Director	10903	No	3	16	13
37	No	Travel_Frequently	Sales	21	2	3	Sales Representative	2973	No	3	10	5
53	No	Travel_Rarely	Research & Development	23	4	4	Research Director	14275	No	3	33	12
43	No	Travel_Frequently	Research & Development	1	3	4	Healthcare Representative	5562	No	3	12	5
47	No	Travel_Rarely	Sales	2	2	3	Sales Executive	4537	Yes	4	8	7
37	No	Non-Travel	Sales	19	2	1	Sales Executive	7642	Yes	3	10	10
50	No	Non-Travel	Research & Development	2	4	1	Manager	17924	No	3	31	31
39	No	Travel_Rarely	Human Resources	2	3	4	Human Resources	5204	No	3	13	5
33	No	Travel_Rarely	Human Resources	3	2	4	Human Resources	2277	Yes	3	7	4
32	Yes	Travel_Rarely	Research & Development	25	4	1	Laboratory Technician	2795	Yes	4	1	1
29	No	Travel_Rarely	Research & Development	7	1	1	Laboratory Technician	2532	No	3	8	4
44	No	Travel_Rarely	Research & Development	9	2	2	Research Scientist	2559	Yes	3	8	8
28	No	Travel_Rarely	Sales	5	4	1	Sales Executive	4908	No	3	4	4
58	Yes	Travel_Frequently	Research & Development	2	1	4	Laboratory Technician	2380	Yes	3	3	1
43	No	Travel_Rarely	Research & Development	8	3	1	Manufacturing Director	4765	No	4	4	1
20	Yes	Travel_Rarely	Sales	2	3	3	Sales Representative	2044	No	3	2	2
21	Yes	Travel_Rarely	Research & Development	18	1	4	Research Scientist	2693	No	3	1	1
36	No	Travel_Rarely	Research & Development	14	1	3	Healthcare Representative	6586	Yes	3	17	16
47	No	Travel_Rarely	Sales	2	4	4	Sales Representative	3294	Yes	3	3	3
22	Yes	Travel_Rarely	Research & Development	3	1	2	Manufacturing Director	4171	Yes	3	4	3
41	Yes	Travel_Rarely	Research & Development	2	4	2	Laboratory Technician	2778	Yes	3	10	7
28	No	Travel_Rarely	Research & Development	9	3	3	Research Scientist	2377	No	3	6	2
39	Yes	Travel_Rarely	Research & Development	6	3	4	Laboratory Technician	2404	Yes	4	8	2
27	No	Travel_Rarely	Research & Development	4	3	2	Research Scientist	2318	No	3	1	1
34	No	Travel_Rarely	Research & Development	10	3	2	Laboratory Technician	2008	No	3	1	1
42	No	Travel_Rarely	Sales	14	2	3	Sales Executive	6244	No	3	10	5
33	No	Travel_Rarely	Research & Development	1	4	3	Research Scientist	2799	Yes	3	6	3
58	No	Travel_Rarely	Research & Development	5	3	3	Healthcare Representative	10552	Yes	3	24	6
31	No	Travel_Rarely	Sales	7	4	2	Sales Representative	2329	No	3	13	7
35	No	Travel_Rarely	Research & Development	21	1	4	Healthcare Representative	4014	Yes	4	10	10
49	No	Travel_Rarely	Research & Development	8	2	1	Laboratory Technician	7403	No	3	29	26
48	No	Travel_Rarely	Research & Development	20	4	4	Research Scientist	2259	No	3	13	0
31	No	Non-Travel	Sales	20	2	4	Sales Executive	6932	No	3	9	9
36	No	Travel_Rarely	Research & Development	7	4	2	Research Scientist	4678	No	3	8	6
38	No	Travel_Rarely	Research & Development	1	3	4	Research Director	13582	No	3	15	15
32	No	Non-Travel	Research & Development	1	3	3	Laboratory Technician	2332	No	4	5	3
25	Yes	Travel_Rarely	Sales	19	2	3	Sales Representative	2413	Yes	3	1	1
40	No	Travel_Rarely	Sales	10	4	1	Sales Executive	9705	No	3	11	1
26	No	Travel_Frequently	Sales	1	3	3	Sales Executive	4294	No	3	7	7
41	No	Travel_Rarely	Research & Development	6	3	4	Laboratory Technician	4721	Yes	3	20	18
36	No	Travel_Rarely	Research & Development	2	4	3	Laboratory Technician	2519	No	4	16	11
19	Yes	Travel_Rarely	Sales	21	3	4	Sales Representative	2121	Yes	3	1	1
20	Yes	Travel_Rarely	Research & Development	4	3	1	Laboratory Technician	2973	No	3	1	1
31	No	Travel_Rarely	Research & Development	12	3	4	Healthcare Representative	5855	Yes	3	10	9
40	No	Travel_Frequently	Research & Development	9	4	4	Research Scientist	3617	Yes	3	3	1
32	No	Travel_Rarely	Research & Development	3	4	3	Manufacturing Director	6725	No	3	8	8
36	Yes	Travel_Rarely	Sales	3	1	3	Sales Executive	10325	Yes	3	16	16
33	No	Travel_Rarely	Research & Development	1	3	2	Healthcare Representative	6949	No	3	6	5
37	Yes	Travel_Rarely	Sales	1	4	1	Sales Executive	10609	No	3	17	14
45	No	Non-Travel	Research & Development	4	2	3	Laboratory Technician	4447	No	3	9	9
29	No	Travel_Frequently	Sales	20	3	3	Sales Representative	2157	No	3	3	3
35	No	Travel_Rarely	Sales	18	3	3	Sales Executive	4601	No	3	5	5
52	No	Travel_Rarely	Research & Development	1	2	4	Manager	17099	No	3	26	9
58	Yes	Travel_Rarely	Research & Development	2	3	4	Research Scientist	2479	No	4	7	1
53	No	Travel_Rarely	Sales	2	2	3	Manager	14852	No	3	22	17
30	No	Travel_Rarely	Sales	8	2	3	Sales Executive	7264	No	3	10	8
38	No	Non-Travel	Sales	10	3	3	Sales Executive	5666	Yes	3	6	5
35	No	Travel_Rarely	Sales	3	4	4	Sales Executive	7823	No	3	12	10
39	No	Travel_Rarely	Sales	2	5	1	Sales Executive	7880	No	3	9	8
40	Yes	Non-Travel	Sales	24	3	2	Sales Executive	13194	Yes	3	22	1
47	No	Travel_Frequently	Research & Development	16	4	3	Manufacturing Director	5067	Yes	3	20	19
36	No	Non-Travel	Sales	8	4	1	Sales Executive	5079	No	3	12	7
31	Yes	Non-Travel	Research & Development	9	2	3	Research Scientist	2321	Yes	4	4	3
33	No	Non-Travel	Sales	17	3	4	Manager	17444	No	3	10	10
29	Yes	Travel_Rarely	Research & Development	10	3	4	Research Scientist	2404	Yes	4	3	0
33	No	Travel_Rarely	Research & Development	13	1	2	Research Scientist	3452	No	3	5	3
45	No	Travel_Rarely	Research & Development	1	4	4	Laboratory Technician	2270	No	3	8	5
50	No	Travel_Rarely	Research & Development	1	2	4	Research Director	17399	No	4	32	5
33	No	Travel_Frequently	Research & Development	1	4	3	Healthcare Representative	5488	Yes	3	6	6
41	No	Travel_Frequently	Research & Development	9	3	1	Research Director	19419	No	3	21	18
27	No	Travel_Rarely	Research & Development	16	4	3	Laboratory Technician	2811	No	3	4	2
45	No	Non-Travel	Research & Development	23	2	4	Laboratory Technician	3633	Yes	3	9	9
47	No	Travel_Rarely	Sales	4	2	4	Sales Executive	4163	Yes	3	9	9
30	Yes	Travel_Rarely	Research & Development	22	3	1	Research Scientist	2132	Yes	3	7	5
50	No	Travel_Rarely	Research & Development	24	3	4	Manufacturing Director	13973	Yes	3	22	12
38	No	Travel_Frequently	Research & Development	10	1	3	Research Scientist	2684	No	3	3	2
46	No	Travel_Rarely	Research & Development	7	2	4	Manufacturing Director	10845	No	3	13	8
24	No	Travel_Rarely	Research & Development	17	1	4	Manufacturing Director	4377	No	3	5	4
35	Yes	Travel_Rarely	Research & Development	14	4	3	Laboratory Technician	3743	Yes	4	5	4
31	No	Travel_Frequently	Research & Development	1	1	3	Manufacturing Director	4148	No	3	4	4
18	No	Non-Travel	Research & Development	5	2	2	Research Scientist	1051	No	3	0	0
54	No	Travel_Rarely	Research & Development	17	3	3	Manufacturing Director	10739	No	3	22	10
35	No	Travel_Rarely	Research & Development	25	4	3	Healthcare Representative	10388	Yes	3	16	16
30	No	Travel_Rarely	Research & Development	8	2	2	Research Director	11416	Yes	3	9	8
20	Yes	Travel_Rarely	Research & Development	11	3	4	Research Scientist	2600	Yes	3	1	1
30	Yes	Travel_Frequently	Research & Development	5	3	2	Laboratory Technician	2422	No	3	4	3
26	No	Travel_Rarely	Research & Development	2	2	4	Manufacturing Director	5472	No	3	8	8
22	No	Travel_Rarely	Research & Development	8	1	2	Laboratory Technician	2451	No	3	4	4
48	No	Travel_Rarely	Research & Development	6	3	1	Healthcare Representative	4240	No	3	19	2
48	No	Travel_Rarely	Research & Development	4	4	3	Healthcare Representative	10999	No	3	27	15
41	No	Travel_Rarely	Research & Development	7	2	4	Manufacturing Director	5003	No	3	8	2
39	No	Travel_Rarely	Research & Development	1	1	4	Manufacturing Director	12742	No	3	21	21
27	No	Travel_Rarely	Research & Development	2	4	1	Manufacturing Director	4227	No	3	4	3
35	No	Travel_Rarely	Research & Development	10	3	2	Laboratory Technician	3917	No	4	3	3
42	No	Travel_Rarely	Sales	5	2	4	Manager	18303	No	3	21	1
50	No	Travel_Rarely	Research & Development	9	3	1	Laboratory Technician	2380	No	3	8	1
59	No	Travel_Rarely	Research & Development	2	3	3	Manufacturing Director	13726	Yes	3	30	5
37	Yes	Travel_Rarely	Research & Development	11	2	1	Healthcare Representative	4777	No	3	15	1
55	No	Travel_Frequently	Research & Development	18	4	3	Healthcare Representative	6385	Yes	3	17	8
41	No	Non-Travel	Research & Development	7	1	2	Research Director	19973	No	4	21	21
38	No	Travel_Rarely	Sales	3	4	2	Sales Executive	6861	Yes	3	19	1
26	Yes	Non-Travel	Sales	29	2	2	Sales Executive	4969	No	3	7	2
52	Yes	Travel_Rarely	Sales	2	1	1	Manager	19845	No	3	33	32
44	No	Travel_Rarely	Sales	28	3	4	Sales Executive	13320	Yes	3	23	12
50	No	Non-Travel	Sales	1	3	4	Sales Executive	6347	No	3	19	18
36	Yes	Travel_Rarely	Research & Development	16	4	3	Laboratory Technician	2743	No	3	18	17
39	No	Travel_Frequently	Research & Development	22	3	4	Manufacturing Director	10880	Yes	3	21	21
33	No	Non-Travel	Sales	8	1	2	Sales Representative	2342	No	3	3	2
45	No	Travel_Rarely	Sales	11	2	4	Manager	17650	No	3	26	9
32	No	Non-Travel	Research & Development	29	4	4	Laboratory Technician	4025	No	3	10	8
34	No	Travel_Rarely	Sales	1	4	2	Sales Executive	9725	No	3	16	15
59	No	Travel_Rarely	Sales	1	2	2	Manager	11904	Yes	3	14	6
45	No	Travel_Rarely	Human Resources	24	4	2	Human Resources	2177	No	3	6	6
53	No	Travel_Frequently	Sales	2	3	3	Sales Executive	7525	No	3	30	15
36	Yes	Travel_Rarely	Research & Development	15	3	1	Laboratory Technician	4834	No	3	9	1
26	Yes	Travel_Frequently	Research & Development	2	3	1	Research Scientist	2042	Yes	3	6	3
34	No	Travel_Rarely	Sales	10	4	3	Sales Representative	2220	Yes	3	1	1
28	No	Travel_Rarely	Sales	10	1	4	Sales Representative	1052	No	4	1	1
38	No	Travel_Frequently	Research & Development	3	4	3	Research Scientist	2821	No	3	8	2
50	No	Travel_Rarely	Research & Development	2	4	2	Research Director	19237	Yes	3	29	8
37	No	Travel_Rarely	Research & Development	3	3	4	Healthcare Representative	4107	No	3	8	4
40	No	Travel_Rarely	Sales	26	3	3	Sales Executive	8396	No	3	8	7
26	No	Travel_Frequently	Research & Development	1	1	1	Research Scientist	2007	No	3	5	5
46	No	Travel_Rarely	Research & Development	1	4	4	Research Director	19627	No	3	23	2
54	No	Travel_Rarely	Sales	2	4	3	Sales Executive	10686	No	3	13	9
56	No	Travel_Frequently	Research & Development	9	3	1	Research Scientist	2942	No	3	18	5
36	No	Travel_Rarely	Research & Development	12	5	4	Manufacturing Director	8858	No	3	15	14
55	No	Non-Travel	Research & Development	2	1	3	Manager	16756	No	3	31	9
43	No	Travel_Rarely	Sales	25	3	3	Sales Executive	10798	No	3	18	1
20	Yes	Travel_Frequently	Sales	9	3	4	Sales Representative	2323	Yes	3	2	2
21	Yes	Travel_Rarely	Research & Development	10	3	3	Laboratory Technician	1416	No	3	1	1
46	No	Travel_Rarely	Research & Development	8	4	4	Research Scientist	4615	Yes	4	19	16
51	Yes	Travel_Rarely	Research & Development	4	4	1	Research Scientist	2461	Yes	3	18	10
28	Yes	Non-Travel	Research & Development	24	2	2	Healthcare Representative	8722	No	3	10	10
26	No	Travel_Rarely	Research & Development	1	2	1	Laboratory Technician	3955	No	3	6	5
30	No	Travel_Rarely	Research & Development	20	3	3	Manufacturing Director	9957	No	3	7	6
41	No	Travel_Rarely	Research & Development	7	2	2	Research Scientist	3376	No	3	10	10
38	No	Travel_Rarely	Research & Development	17	1	3	Healthcare Representative	8823	No	3	20	19
40	No	Travel_Rarely	Research & Development	20	4	1	Healthcare Representative	10322	No	4	14	11
27	No	Non-Travel	Research & Development	8	5	1	Laboratory Technician	4621	No	3	3	3
55	No	Travel_Frequently	Research & Development	2	1	4	Manufacturing Director	10976	No	3	23	3
28	No	Travel_Rarely	Research & Development	10	3	3	Research Scientist	3660	No	3	10	8
44	Yes	Travel_Rarely	Human Resources	1	2	2	Human Resources	10482	No	3	24	20
33	No	Travel_Rarely	Research & Development	5	3	4	Healthcare Representative	7119	No	3	9	3
35	Yes	Travel_Rarely	Sales	4	3	4	Sales Executive	9582	Yes	4	9	8
33	Yes	Travel_Frequently	Research & Development	29	4	1	Research Scientist	4508	No	4	14	13
28	No	Travel_Rarely	Research & Development	15	2	1	Laboratory Technician	2207	No	3	4	4
34	No	Travel_Frequently	Research & Development	3	1	1	Healthcare Representative	7756	No	3	7	6
37	No	Travel_Rarely	Sales	10	4	4	Sales Executive	6694	Yes	3	8	1
25	Yes	Travel_Rarely	Research & Development	4	1	4	Laboratory Technician	3691	Yes	3	7	7
26	Yes	Travel_Rarely	Research & Development	21	3	1	Laboratory Technician	2377	No	4	1	1
33	Yes	Travel_Rarely	Research & Development	25	3	1	Research Scientist	2313	Yes	4	5	2
42	No	Travel_Rarely	Research & Development	2	2	4	Manager	17665	No	3	23	22
28	Yes	Travel_Frequently	Research & Development	1	3	1	Laboratory Technician	2596	No	3	1	1
50	Yes	Travel_Frequently	Sales	1	4	4	Sales Executive	4728	Yes	3	5	0
33	No	Travel_Frequently	Sales	7	3	4	Sales Executive	4302	No	3	4	3
34	No	Non-Travel	Research & Development	3	4	3	Research Scientist	2979	No	3	6	0
48	No	Non-Travel	Research & Development	1	4	1	Manager	16885	No	4	27	5
45	No	Non-Travel	Sales	9	4	2	Sales Executive	5593	No	3	15	15
52	No	Travel_Rarely	Research & Development	7	4	2	Healthcare Representative	10445	No	3	18	8
38	No	Travel_Rarely	Sales	10	4	3	Sales Executive	8740	Yes	3	9	8
29	No	Travel_Rarely	Research & Development	28	4	3	Research Scientist	2514	No	4	11	7
28	No	Travel_Rarely	Research & Development	3	3	4	Manufacturing Director	7655	No	3	10	9
46	No	Travel_Rarely	Sales	3	1	1	Manager	17465	No	3	23	12
38	No	Travel_Rarely	Sales	2	2	4	Sales Executive	7351	No	3	10	1
43	No	Travel_Frequently	Research & Development	27	3	3	Manufacturing Director	10820	No	3	18	8
39	Yes	Travel_Frequently	Research & Development	2	3	1	Healthcare Representative	12169	No	3	21	18
40	No	Travel_Rarely	Research & Development	14	3	3	Research Director	19626	No	3	21	20
21	No	Travel_Rarely	Research & Development	1	1	4	Research Scientist	2070	Yes	3	2	2
39	No	Non-Travel	Research & Development	9	3	3	Laboratory Technician	6782	No	3	9	5
36	No	Non-Travel	Research & Development	18	4	1	Manufacturing Director	7779	No	4	18	11
31	No	Travel_Frequently	Sales	20	3	3	Sales Representative	2791	No	3	3	2
28	No	Travel_Rarely	Research & Development	2	1	1	Research Scientist	3201	No	3	6	5
35	No	Travel_Frequently	Sales	11	2	4	Sales Executive	4968	No	3	5	5
49	No	Travel_Rarely	Sales	8	4	4	Sales Executive	13120	No	3	22	9
34	No	Travel_Frequently	Research & Development	2	2	4	Manufacturing Director	4033	No	3	5	3
29	No	Travel_Frequently	Research & Development	10	3	4	Research Scientist	3291	No	3	8	7
42	No	Travel_Rarely	Research & Development	29	3	2	Laboratory Technician	4272	No	3	16	1
29	No	Travel_Rarely	Research & Development	8	1	2	Manufacturing Director	5056	Yes	3	10	10
38	No	Travel_Rarely	Human Resources	1	3	3	Human Resources	2844	No	3	7	7
28	No	Travel_Frequently	Research & Development	6	3	3	Research Scientist	2703	Yes	3	3	3
18	Yes	Non-Travel	Research & Development	8	1	3	Laboratory Technician	1904	No	3	0	0
33	Yes	Travel_Rarely	Sales	9	4	1	Sales Executive	8224	Yes	3	6	5
41	No	Travel_Rarely	Research & Development	12	4	2	Laboratory Technician	4766	Yes	3	6	1
31	Yes	Travel_Frequently	Research & Development	15	3	3	Laboratory Technician	2610	No	3	2	2
37	No	Travel_Rarely	Research & Development	25	2	3	Healthcare Representative	5731	No	3	9	6
27	No	Travel_Rarely	Research & Development	6	3	4	Research Scientist	2539	No	3	4	4
34	No	Travel_Rarely	Sales	9	1	2	Sales Executive	5714	No	4	6	6
35	No	Travel_Rarely	Human Resources	8	4	3	Human Resources	4323	No	3	6	5
29	Yes	Travel_Rarely	Sales	23	1	4	Sales Executive	7336	No	3	11	11
40	No	Travel_Frequently	Research & Development	9	4	2	Research Director	13499	No	3	20	18
42	Yes	Travel_Frequently	Sales	12	3	3	Sales Executive	13758	Yes	3	22	21
42	No	Travel_Rarely	Sales	4	4	2	Sales Executive	5155	No	3	9	6
35	No	Travel_Rarely	Research & Development	1	4	4	Laboratory Technician	2258	No	3	10	8
24	No	Travel_Rarely	Research & Development	24	3	4	Laboratory Technician	3597	No	4	6	4
28	Yes	Travel_Rarely	Research & Development	12	1	3	Laboratory Technician	2515	Yes	3	1	1
26	No	Travel_Rarely	Research & Development	3	4	1	Laboratory Technician	4420	No	4	8	8
30	No	Travel_Rarely	Sales	10	3	3	Sales Executive	6578	No	3	10	10
40	No	Travel_Frequently	Research & Development	26	2	3	Research Scientist	4422	Yes	3	16	1
35	No	Travel_Rarely	Research & Development	2	3	3	Manufacturing Director	10274	No	3	15	7
34	No	Travel_Frequently	Research & Development	1	3	4	Healthcare Representative	5343	No	4	14	13
35	No	Travel_Frequently	Research & Development	4	4	4	Laboratory Technician	2376	No	3	2	2
43	Yes	Travel_Rarely	Sales	9	3	1	Sales Executive	5346	No	3	7	4
32	No	Non-Travel	Sales	2	1	3	Sales Representative	2827	No	3	1	1
56	No	Travel_Rarely	Research & Development	4	4	4	Manager	19943	No	3	28	5
29	No	Travel_Rarely	Research & Development	6	1	2	Laboratory Technician	3131	No	3	10	10
19	No	Travel_Rarely	Research & Development	9	2	3	Research Scientist	2552	No	4	1	1
45	No	Travel_Rarely	Research & Development	7	3	1	Research Scientist	4477	Yes	3	7	3
37	No	Travel_Rarely	Research & Development	1	3	4	Manufacturing Director	6474	No	3	14	14
20	No	Travel_Rarely	Research & Development	3	3	1	Laboratory Technician	3033	No	3	2	2
44	Yes	Travel_Rarely	Research & Development	10	4	3	Research Scientist	2936	Yes	3	6	6
53	No	Travel_Rarely	Research & Development	7	2	4	Manager	18606	No	3	26	7
29	No	Travel_Rarely	Research & Development	15	1	2	Research Scientist	2168	Yes	3	6	5
22	Yes	Travel_Frequently	Research & Development	3	4	3	Research Scientist	2853	Yes	3	1	0
46	No	Travel_Rarely	Sales	2	3	3	Manager	17048	No	4	28	26
44	No	Non-Travel	Research & Development	17	3	4	Research Scientist	2290	No	3	6	0
33	No	Travel_Rarely	Human Resources	2	3	2	Human Resources	3600	No	3	5	5
41	Yes	Non-Travel	Research & Development	5	2	1	Research Scientist	2107	No	3	5	1
30	No	Travel_Rarely	Sales	29	4	3	Sales Executive	4115	No	3	8	4
40	No	Travel_Frequently	Sales	2	4	2	Sales Executive	4327	No	3	5	0
50	No	Travel_Frequently	Research & Development	2	3	4	Manager	17856	No	4	32	2
28	No	Travel_Rarely	Research & Development	19	4	4	Laboratory Technician	3196	No	3	6	6
46	No	Travel_Rarely	Research & Development	15	2	4	Research Director	19081	No	3	25	4
35	No	Travel_Rarely	Sales	17	4	3	Sales Executive	8966	Yes	3	15	7
24	Yes	Travel_Rarely	Research & Development	17	2	4	Laboratory Technician	2210	No	3	1	1
33	No	Travel_Frequently	Sales	25	3	2	Sales Executive	4539	No	3	10	10
36	No	Travel_Rarely	Research & Development	6	4	3	Laboratory Technician	2741	No	3	7	7
30	No	Travel_Rarely	Research & Development	7	4	3	Laboratory Technician	3491	No	3	10	10
44	No	Travel_Rarely	Research & Development	29	4	4	Research Scientist	4541	No	4	20	20
20	No	Travel_Rarely	Sales	21	3	3	Sales Representative	2678	No	3	2	2
46	No	Travel_Rarely	Research & Development	2	4	4	Manufacturing Director	7379	No	3	12	6
42	No	Non-Travel	Human Resources	2	5	4	Human Resources	6272	No	3	10	4
60	No	Travel_Rarely	Sales	7	4	2	Sales Executive	5220	Yes	3	12	11
32	No	Travel_Frequently	Research & Development	13	3	3	Laboratory Technician	2743	No	4	2	2
32	No	Travel_Frequently	Research & Development	2	2	4	Research Scientist	4998	Yes	3	10	8
36	No	Travel_Rarely	Research & Development	1	3	3	Manufacturing Director	10252	Yes	4	17	7
33	No	Travel_Rarely	Research & Development	9	3	1	Research Scientist	2781	No	3	15	14
40	No	Travel_Rarely	Sales	10	3	2	Sales Executive	6852	No	3	7	5
25	No	Travel_Rarely	Sales	10	4	3	Sales Executive	4950	No	3	5	4
30	No	Travel_Rarely	Research & Development	1	3	4	Research Scientist	3579	Yes	4	12	11
42	No	Travel_Frequently	Research & Development	26	5	1	Research Director	13191	Yes	3	20	1
35	No	Non-Travel	Sales	8	2	3	Sales Executive	10377	Yes	3	16	13
27	No	Travel_Rarely	Research & Development	14	3	1	Research Scientist	2235	Yes	3	9	9
54	No	Travel_Frequently	Research & Development	1	4	4	Manufacturing Director	10502	No	3	33	5
44	No	Travel_Rarely	Research & Development	2	1	1	Research Scientist	2011	No	3	10	10
19	Yes	Non-Travel	Research & Development	10	3	1	Research Scientist	1859	Yes	4	1	1
29	No	Travel_Rarely	Research & Development	1	3	1	Research Scientist	3760	No	3	3	3
54	No	Travel_Rarely	Research & Development	3	3	4	Research Director	17779	No	3	36	10
31	No	Travel_Rarely	Research & Development	11	2	3	Healthcare Representative	6833	Yes	3	6	6
31	No	Travel_Rarely	Research & Development	24	3	3	Healthcare Representative	6812	No	3	10	10
59	No	Travel_Rarely	Sales	3	3	3	Sales Executive	5171	No	3	13	6
43	No	Travel_Rarely	Research & Development	3	3	3	Research Director	19740	No	3	25	8
49	No	Travel_Rarely	Research & Development	4	2	1	Manager	18711	No	3	23	1
36	No	Travel_Frequently	Research & Development	3	3	3	Research Scientist	3692	No	3	12	11
48	No	Travel_Rarely	Research & Development	2	2	4	Laboratory Technician	2559	No	3	7	1
27	No	Travel_Rarely	Research & Development	4	2	1	Research Scientist	2517	No	3	5	5
29	No	Travel_Rarely	Research & Development	7	3	3	Healthcare Representative	6623	Yes	3	6	6
48	No	Travel_Rarely	Research & Development	1	3	4	Research Director	18265	No	3	25	1
29	No	Travel_Rarely	Research & Development	1	3	4	Research Director	16124	No	3	9	7
34	No	Travel_Rarely	Research & Development	20	3	3	Research Scientist	2585	No	3	2	1
44	No	Travel_Rarely	Sales	5	3	2	Manager	18213	No	3	26	22
33	No	Travel_Rarely	Sales	10	5	4	Sales Executive	8380	Yes	3	10	9
19	No	Travel_Rarely	Research & Development	25	3	2	Research Scientist	2994	Yes	3	1	1
23	No	Travel_Rarely	Research & Development	1	2	4	Research Scientist	1223	No	4	1	1
25	Yes	Travel_Frequently	Sales	24	1	3	Sales Representative	1118	Yes	3	1	1
26	No	Travel_Rarely	Research & Development	4	2	3	Research Scientist	2875	Yes	4	8	8
45	Yes	Travel_Rarely	Sales	2	3	1	Manager	18824	Yes	3	26	24
55	No	Non-Travel	Research & Development	8	1	4	Healthcare Representative	13577	Yes	3	34	33
21	Yes	Travel_Frequently	Research & Development	10	2	1	Laboratory Technician	2625	No	4	2	2
46	No	Travel_Rarely	Sales	4	2	4	Manager	18789	No	3	26	11
34	No	Travel_Rarely	Sales	2	3	3	Sales Executive	4538	Yes	3	4	3
51	No	Travel_Frequently	Sales	9	3	4	Manager	19847	Yes	4	31	29
59	No	Travel_Rarely	Research & Development	18	4	4	Manufacturing Director	10512	No	3	25	9
34	No	Travel_Frequently	Research & Development	19	3	3	Laboratory Technician	4444	No	3	15	11
28	No	Travel_Frequently	Research & Development	1	4	4	Laboratory Technician	2154	Yes	3	5	4
44	No	Travel_Rarely	Research & Development	4	2	3	Manager	19190	No	3	26	25
34	No	Travel_Frequently	Human Resources	11	3	3	Human Resources	4490	No	3	14	10
35	No	Travel_Rarely	Research & Development	6	1	3	Research Scientist	3506	Yes	3	4	3
42	No	Travel_Rarely	Research & Development	7	4	2	Research Scientist	2372	Yes	3	18	1
43	No	Travel_Rarely	Sales	4	4	4	Sales Executive	10231	No	3	23	21
36	No	Travel_Rarely	Research & Development	2	4	3	Manufacturing Director	5410	Yes	3	18	16
44	Yes	Travel_Rarely	Research & Development	15	3	1	Healthcare Representative	7978	No	3	10	10
28	No	Travel_Frequently	Research & Development	2	3	4	Laboratory Technician	3867	Yes	3	2	2
51	No	Travel_Frequently	Research & Development	6	2	2	Laboratory Technician	2838	No	3	8	7
30	No	Non-Travel	Research & Development	9	2	3	Manufacturing Director	4695	Yes	3	10	8
29	Yes	Travel_Rarely	Research & Development	7	3	2	Laboratory Technician	3339	Yes	3	10	7
28	No	Travel_Rarely	Research & Development	1	3	4	Research Scientist	2080	No	3	5	3
25	No	Travel_Rarely	Research & Development	1	3	4	Research Scientist	2096	No	3	2	2
32	No	Travel_Rarely	Sales	8	3	3	Sales Executive	6209	No	3	10	10
45	No	Travel_Frequently	Research & Development	25	3	2	Manager	18061	No	4	22	0
39	No	Travel_Rarely	Research & Development	13	4	3	Manager	17123	Yes	3	21	19
58	No	Travel_Rarely	Research & Development	23	4	1	Research Scientist	2372	No	3	2	2
32	Yes	Travel_Rarely	Research & Development	7	2	4	Laboratory Technician	4883	No	3	10	10
39	Yes	Travel_Rarely	Research & Development	23	3	3	Research Scientist	3904	No	3	6	5
30	No	Travel_Rarely	Research & Development	6	3	1	Laboratory Technician	4627	No	3	10	9
36	No	Travel_Rarely	Research & Development	10	4	4	Healthcare Representative	7094	No	3	10	7
46	No	Travel_Rarely	Human Resources	1	2	4	Human Resources	3423	No	3	10	7
28	No	Non-Travel	Research & Development	1	3	3	Laboratory Technician	6674	No	3	10	9
50	No	Travel_Rarely	Research & Development	28	3	4	Research Director	16880	Yes	3	25	3
40	Yes	Travel_Rarely	Sales	25	4	4	Sales Executive	9094	Yes	3	9	5
52	Yes	Travel_Rarely	Sales	5	3	2	Sales Executive	8446	Yes	3	10	8
30	No	Travel_Rarely	Research & Development	17	4	2	Manager	11916	Yes	4	9	9
39	No	Travel_Rarely	Research & Development	18	2	1	Manufacturing Director	4534	No	3	9	8
31	No	Non-Travel	Sales	2	4	4	Sales Executive	9852	Yes	3	10	10
41	No	Non-Travel	Sales	10	2	3	Sales Executive	6151	No	3	19	19
31	Yes	Travel_Frequently	Sales	1	3	4	Sales Representative	2302	Yes	3	3	3
44	Yes	Travel_Rarely	Research & Development	3	3	1	Laboratory Technician	2362	No	3	10	3
42	No	Non-Travel	Research & Development	2	1	3	Manager	17861	Yes	3	21	20
55	No	Travel_Rarely	Research & Development	2	2	4	Manager	19187	No	3	23	19
56	No	Travel_Rarely	Human Resources	8	4	4	Manager	19717	No	3	36	7
